time,Consumed,Exported,HWS,Imported,Produced
2019-04-01 00:00:00,890.3333333333334,0.0,63.56018518518518,812.3518518518518,0.0
2019-04-01 00:01:00,945.0277777777778,0.0,63.925925925925924,815.2314814814815,0.0
2019-04-01 00:02:00,868.25,0.0,61.25925925925926,785.0694444444445,0.0
2019-04-01 00:03:00,872.6342592592592,0.0,57.28703703703704,781.4583333333334,0.0
2019-04-01 00:04:00,853.8425925925926,0.0,57.11574074074074,766.2314814814815,0.0
2019-04-01 00:05:00,854.6481481481482,0.0,55.861111111111114,768.6805555555555,0.0
2019-04-01 00:06:00,839.0370370370371,0.0,58.63425925925926,748.1203703703703,0.0
2019-04-01 00:07:00,796.5972222222222,0.0,52.236111111111114,692.2916666666666,0.0
2019-04-01 00:08:00,779.0879629629629,0.0,57.467592592592595,677.6157407407408,0.0
2019-04-01 00:09:00,792.2777777777778,0.0,53.80555555555556,682.3148148148148,0.0
2019-04-01 00:10:00,775.925925925926,0.0,56.68518518518518,670.5601851851852,0.0
2019-04-01 00:11:00,774.1342592592592,0.0,56.745370370370374,670.4537037037037,0.0
2019-04-01 00:12:00,772.4212962962963,0.0,54.370370370370374,668.0462962962963,0.0
2019-04-01 00:13:00,751.1388888888889,0.0,57.47222222222222,655.7685185185185,0.0
2019-04-01 00:14:00,726.3657407407408,0.0,55.050925925925924,631.4305555555555,0.0
2019-04-01 00:15:00,785.3611111111111,0.0,67.85648148148148,696.625,0.0
2019-04-01 00:16:00,773.1805555555555,0.0,62.074074074074076,689.7685185185185,0.0
2019-04-01 00:17:00,777.5972222222222,0.0,64.96296296296296,697.8657407407408,0.0
2019-04-01 00:18:00,725.7175925925926,0.0,62.9537037037037,649.5555555555555,0.0
2019-04-01 00:19:00,730.9120370370371,0.0,63.2962962962963,650.7175925925926,0.0
2019-04-01 00:20:00,747.2175925925926,0.0,63.85648148148148,655.675925925926,0.0
2019-04-01 00:21:00,739.8101851851852,0.0,64.07407407407408,643.9444444444445,0.0
2019-04-01 00:22:00,727.2824074074074,0.0,64.60648148148148,645.5601851851852,0.0
2019-04-01 00:23:00,707.6898148148148,0.0,64.86574074074075,624.4351851851852,0.0
2019-04-01 00:24:00,684.0324074074074,0.0,61.43981481481482,600.8611111111111,0.0
2019-04-01 00:25:00,660.5833333333334,0.0,60.958333333333336,585.5277777777778,0.0
2019-04-01 00:26:00,655.4537037037037,0.0,61.06481481481482,576.75,0.0
2019-04-01 00:27:00,649.1111111111111,0.0,61.33796296296296,571.2268518518518,0.0
2019-04-01 00:28:00,618.7777777777778,0.0,61.583333333333336,540.1712962962963,0.0
2019-04-01 00:29:00,656.3657407407408,0.0,72.15277777777777,581.4166666666666,0.0
2019-04-01 00:30:00,601.7916666666666,0.0,63.44444444444444,529.0648148148148,0.0
2019-04-01 00:31:00,609.0046296296297,0.0,64.33333333333333,526.7314814814815,0.0
2019-04-01 00:32:00,631.5231481481482,0.0,63.65277777777778,549.2824074074074,0.0
2019-04-01 00:33:00,614.0972222222222,0.0,62.93055555555556,537.449074074074,0.0
2019-04-01 00:34:00,600.2638888888889,0.0,62.88425925925926,533.7731481481482,0.0
2019-04-01 00:35:00,602.9120370370371,0.0,65.45370370370371,534.2962962962963,0.0
2019-04-01 00:36:00,618.300925925926,0.0,65.67129629629629,546.1712962962963,0.0
2019-04-01 00:37:00,630.3148148148148,0.0,62.50925925925926,546.0370370370371,0.0
2019-04-01 00:38:00,618.5601851851852,0.0,59.263888888888886,536.3425925925926,0.0
2019-04-01 00:39:00,623.8657407407408,0.0,59.91203703703704,540.4351851851852,0.0
2019-04-01 00:40:00,630.8657407407408,0.0,62.47222222222222,547.1064814814815,0.0
2019-04-01 00:41:00,645.8657407407408,0.0,59.18518518518518,562.0555555555555,0.0
2019-04-01 00:42:00,643.2222222222222,0.0,58.129629629629626,556.8888888888889,0.0
2019-04-01 00:43:00,633.0601851851852,0.0,58.58796296296296,551.7175925925926,0.0
2019-04-01 00:44:00,643.4722222222222,0.0,61.476851851851855,555.3935185185185,0.0
2019-04-01 00:45:00,656.8935185185185,0.0,67.72685185185185,568.5046296296297,0.0
2019-04-01 00:46:00,646.8703703703703,0.0,69.41203703703704,554.175925925926,0.0
2019-04-01 00:47:00,649.2268518518518,0.0,70.125,561.8657407407408,0.0
2019-04-01 00:48:00,665.5833333333334,0.0,67.04629629629629,574.324074074074,0.0
2019-04-01 00:49:00,652.9722222222222,0.0,72.12962962962963,580.1342592592592,0.0
2019-04-01 00:50:00,639.6851851851852,0.0,61.80555555555556,561.5462962962963,0.0
2019-04-01 00:51:00,623.199074074074,0.0,61.9212962962963,536.7916666666666,0.0
2019-04-01 00:52:00,619.9814814814815,0.0,62.407407407407405,530.3287037037037,0.0
2019-04-01 00:53:00,645.2083333333334,0.0,62.916666666666664,535.0231481481482,0.0
2019-04-01 00:54:00,635.199074074074,0.0,63.282407407407405,511.6574074074074,0.0
2019-04-01 00:55:00,620.300925925926,0.0,63.64351851851852,479.9861111111111,0.0
2019-04-01 00:56:00,611.0416666666666,0.0,63.791666666666664,474.4074074074074,0.0
2019-04-01 00:57:00,611.300925925926,0.0,63.976851851851855,476.23148148148147,0.0
2019-04-01 00:58:00,593.7546296296297,0.0,64.02314814814815,457.88425925925924,0.0
2019-04-01 00:59:00,609.7916666666666,0.0,64.13425925925925,477.18055555555554,0.0
2019-04-01 01:00:00,595.2222222222222,0.0,67.68981481481481,457.93518518518516,0.0
2019-04-01 01:01:00,589.375,0.0,70.03703703703704,456.39351851851853,0.0
